Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,200.619142763944,318.770922809904,1566.00974499584,1815.44023554818,1984.50867013598,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.6234315211
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,..,3361.64086880275,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17945.2222164984,18207.1396408631,21148.1629405415
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,789.850392064409,3994.86114388889,8500.1805629531,8255.20921057153,7665.37969184142,7802.75136773923,8172.29947595953,8679.8974221128,9225.84515488016,8985.57249887356,5599.95752260733,4136.14634699332
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,331.526458659544,443.95174088008,1205.86000258954,1141.36103810369,1165.04593536567,1113.87132770562,986.265986678849,1062.71251234993,1161.72710028722,1102.56486953249,989.847170700549,1094.09818489303
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,..,301.87646966176,644.455576742833,717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6821.32455055687,7424.20291620221,15764.9154546761,12589.4487456571,9408.76783223652,7867.57189285698,7944.82707552717,10529.267435369,11838.0096159565,10542.1492864798,7568.04201096325,6357.19555043805
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,49416.5214518456,75212.0481679551,149459.235301044,173660.161219358,179457.9179259,167805.956932057,165844.985381318,170874.293821817,175283.631807644,167019.618092859,157754.954373893,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,..,3293.22997867086,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19595.1415724355,20339.5212699052,23723.3402510345
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,33465.478207919,48659.5988753233,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,116786.511654677,112621.821337404,117370.496900162,133590.146975586
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,9269.63939177287,15684.7795496765,74111.2672626006,86852.9878418675,90873.9324354186,73220.2687642554,71918.7310847175,78985.6421357971,84923.3867797277,83183.1666089243,37646.3161952623,43873.5911643329
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,330.843525324529,285.466456273773,504.173730134152,526.688011750229,517.136176058996,455.638039705577,464.616153538796,503.498058680237,512.543984587107,512.279659659088,462.404223694817,500.511031950657
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,197.152788520848,155.262841268764,386.906540998121,344.396771160878,367.024269701615,376.246204801105,312.142797057288,500.165547203323,537.932204050438,584.362867276266,628.699481965162,634.835660105302
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,2513.21816687938,4087.56259349384,10601.5138881391,10727.6996632824,11045.4451263498,9699.58402084731,9555.65120152294,9979.80084103497,11074.0640947671,11132.0239344924,10160.7832470071,11109.2618387745
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,955.933666652944,2209.98823138762,7447.43257245424,8222.56338901712,8872.12492462299,9434.3310782449,9640.32400920804,10062.9831158963,10823.636693042,11118.5565375032,7282.35848902548,10366.2933584066
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,299.821615850828,263.498384233191,753.392193575841,778.797090642802,818.430391118894,723.504202500133,750.051828087565,795.682733038008,856.356531797333,840.175765032737,822.906143972366,873.794862375503
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,7191.92360259617,11083.0127951665,22527.7591149889,24770.934082103,26754.2623307031,24921.5790015791,25624.4636404081,28823.5251162141,31567.9422383122,31198.2414453028,28977.5655673636,33486.671983855
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,1704.25869220579,2127.24070522278,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,751.193482351168,660.304773071148,1850.38496774479,1929.7735213577,1715.38883792802,1562.72524811646,1579.19855406867,1634.64360624694,1749.95423645373,1839.964449578,1868.4665735741,2166.04679858214
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,2506.17931226708,3929.07549503364,9291.22761861899,9766.75646458689,10368.6134328483,9509.93465545353,9967.88173591323,10844.0363275302,11645.9819750468,11405.7268191397,9007.41910231356,9106.23720230699
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,3196.9189246775,7232.87880868278,10376.0576664423,10865.6802017218,11076.0924511013,9753.38004823861,8875.06225558599,9434.38648739127,9857.02882925559,10145.1701829207,8655.00068206803,10045.6805004963
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1492.85518696186,2088.20954444136,3023.58544607879,2920.70086272777,2928.44878191958,2891.32210264749,3022.65362747328,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,..,440.538683980372,3044.80847790641,3321.04391743353,3327.78677471175,2731.06558405856,2879.3912909285,3509.64733969975,4232.20688845801,4493.37030323867,4500.62446389838,5230.66173289497
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,81813.3157692331,81561.2459120623,165505.178100056,185066.578132655,195780.006892569,170337.924412652,174610.636971733,173612.864622391,194280.82214105,199377.481831603,182538.638340211,234315.460503547
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,1184.76291423329,463.853881903101,4402.30452253522,4422.30087597824,4211.93945414035,3919.35114779589,3690.75671558111,3708.24822282688,4165.02273851435,4394.94714713374,4041.17419587656,4566.14015433014
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,..,1627.07263304394,6586.7212793222,7189.29328653737,7388.14779373126,6517.16375162528,7033.60489868635,7803.41113682269,8850.09273291116,8909.65333601178,7677.15222569996,9465.70399879557
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1219.4306640625,1348.0498046875,2907.44921875,3117.51513671875,3430.54956054688,3139.24365234375,3132.94458007813,3288.50219726563,3492.67333984375,3498.57397460938,3258.12133789063,3795.38012695313
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,..,318.342688504828,667.717424253901,672.204236256964,680.375033549628,594.226533517809,430.993168816685,462.700136882846,504.53588998541,508.163674567861,449.95520984244,491.839112773674
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,50.7829481961904,150.407828858471,1161.30596207229,1195.93779969734,1238.72871010838,1224.56234328693,1161.86177838933,1175.20255722301,1274.91565681381,1295.2014475589,1477.45287032594,1209.92694225482
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2037.92701298299,2156.09894442246,6017.15706904775,5463.01736050918,5544.09742281386,4965.68085962392,4614.88172099748,5453.57062209566,5687.3990933188,5126.17614357634,4251.17276622988,4865.55776470864
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,..,..,9280.65889360803,9210.00969180832,9566.21254009628,7736.22363607495,8719.36652643846,9361.3833433668,10400.9890716548,9786.02652564979,9307.88676841439,10648.1413901852
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,184.923755764157,223.711891850609,794.09276990798,809.384600551033,827.744345971451,882.307448776577,880.224488097816,1027.96548628326,1161.53437379778,1185.68267540752,1139.19027666733,1208.21853383767
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,21290.8603827045,26214.498549887,50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253,52476.2732533327,52162.5701150406,57767.8788108173
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,14800.7912526944,16039.1738824642,37294.027263924,38503.2630599829,39675.5819387796,32428.5824862295,32286.9152902933,33874.9237551731,36312.7278686719,34797.5186645024,34800.7595147977,37159.5467662165
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13663.0216184298,13641.1027183822,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42924.9955958449,43250.440973659,42865.233643554,41596.5055023403,48781.0266328884
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,238.765009832719,996.89785199474,1746.42562649907,1794.78657461684,1913.52134831663,2025.32477597575,2079.44826647887,2127.28058532733,1981.85912037433,1890.27306467363,1863.10925664373,2045.53540189014
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,419.603876913687,192.877719543037,525.047323992555,548.157875478729,560.754509239933,481.111299477459,497.036133412676,514.543312814178,567.330806700397,550.963555536013,564.822001755189,590.629454795899
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,567.517902154176,565.304317206495,2728.02268335423,2976.75673612767,3200.95314600431,2679.55476480921,2144.77993839856,1941.87948520625,2125.83428239448,2204.18157415589,2074.61392802438,2065.74906750923
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,2299.0443294502,1861.89806549945,4728.30814189843,5241.05834548355,5495.73504918897,4861.55397141497,5149.58907435906,5450.4928808666,6108.74010831698,6070.38805358275,5965.45023195365,6694.64112581709
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,14247.7893007888,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25882.6335877863,23707.3288138313,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,28242.943738533,38131.4606116242,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70460.5605323322,75496.7540581998,82267.809316159,75719.7528965342,67329.6777910967,89154.2760934922
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,6475.41707045963,8321.39386651557,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,346.668515520908,531.306496052198,1109.67911473926,1126.04126067776,1173.39245362734,1282.44315294243,1468.82142077515,1567.64098625255,1620.74285658945,1437.16590678288,1322.31503608163,1505.01019279429
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..,7416.48078677887,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,15948.275862069,15567.0908684974,14016.2474961051,12083.8881491345
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,2626.14328023876,4099.00653989315,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,15588.337328687,15826.0823544866,12569.1715435651,14617.6044816372
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,833.053994956815,639.279199918609,2653.15390913735,2578.51013528353,2742.23333845605,2502.08429055221,2332.69748030362,2495.13138348767,2584.29876909847,2593.80465015989,2446.06630562295,2672.94579035518
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1431.83920038625,1728.34074341006,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5891.49996504641
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1194.54830200693,1941.318259717,6475.68607048931,6697.18526837489,6614.93333937211,6180.1949572907,6163.79102629697,6676.28422114802,6912.11029696274,6955.80995882668,6056.34390291445,6621.57433601881
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,820.487180286668,1073.26322188173,2671.77720537356,2847.5669365201,2935.92555618062,2974.29953130009,3038.1497339217,3077.43564004791,3194.67452128933,3413.84792378255,3224.42255131214,3460.53096344408
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,1731.20953112388,4501.45406742273,13010.923390231,13558.414058018,14182.1375046373,12560.051419682,12378.75943742,13815.6217986247,15504.5804848188,15699.9113500703,15816.989398397,17999.9099495446
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,7884.61798756332,11526.3720667968,20563.7136012629,21653.1959752225,22103.7009703321,19250.1065376852,19991.9724878805,21490.429863104,23562.5545228191,23330.817288932,22242.406417972,24567.5092651
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,8652.50749222505,16192.1269719638,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7605697675,31615.0667918433,32916.866800639,31393.9073690446,32640.710335631
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,16664.8314327886,27494.7713320186,98041.3622380894,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62637.2751084291,52315.6600783116,66838.357433014
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1680.70562287227,1659.90763954548,8930.72991164974,9497.25499044431,10031.267274026,8976.88053477541,9404.34187358344,10727.9496853377,12494.4774670309,12958.0755553785,13047.4320617591,14858.2294290445
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,3492.71020507813,1771.59411621094,15420.875,15974.64453125,14095.6484375,9313.013671875,8704.8984375,10720.3330078125,11287.3603515625,11536.2509765625,10169.0869140625,12194.77734375
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,348.387821978821,254.942370752419,705.759755829457,704.056289881296,724.352174367351,733.441121804147,728.434489970531,756.547641107379,769.437310706602,806.879981050775,774.689259444614,822.3479885942
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,747.780848318875,1406.76568300557,3902.39170055714,3989.86017401682,3948.80112799601,4048.51387550813,4105.83446840571,4261.65378900332,4188.98853207466,4308.27275342784,4042.75122353237,3857.31846401804
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,37473.7869829611,48435.9425314096,50438.3900153695,50135.484581721,42281.643467688,43399.4583004844,44885.7971428807,48462.960315443,47287.3983949924,45320.2087156066,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,1319.90083269011,1551.19290457442,1754.6004708083,1571.4985399244,1688.37530288509,1805.52465051182,1950.62935180937,1991.73826385183,2161.31019577016,2360.54355385897
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,7349.70407261908,8795.26133853489,23878.5852917443,23716.2606159022,23543.5663423802,19977.7946924217,19300.0500059245,20138.1463328409,23318.7381671416,22430.238229402,19539.5658107346,23185.8707917797
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,980.754518831175,619.642103457883,1334.72601460415,1391.53225722225,1417.0950735747,1238.12639559545,1290.75000394091,1385.19933288437,1484.2396733777,1462.35433280275,1490.20313694645,1636.89320864296
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,914.785719885861,6015.94522756969,6755.07367461629,6600.05680854589,5588.98072768556,5765.20076202711,6292.54362926707,7252.40185773992,7417.20364852201,7733.80286920471,9230.17831602601
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,5302.84372714198,7578.85105298845,11998.4472049381,14764.9392658304,15188.2287645444,15157.5302874866,15740.1303244742,16416.7761942925,16910.6881816609,17253.5056614424,12808.9874683728,14653.3093943039
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,150.193422370536,138.713941615327,560.037399736372,706.452664008474,702.335379410788,576.740231738962,490.370588795141,484.446449798852,519.650015592018,506.606894364098,493.478777501977,480.039211301066
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,11861.7561591366,23852.3270285975,55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505,56860.4132375207,61150.7271966595,66859.3383447804,65831.1894308765,60729.4503486794,72794.0030226738
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,28460.3326151186,27942.8805401415,33043.6883812669,32274.8905524359,31616.6816992667,29369.0568278169,28988.2592085877,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,2405.53516040785,5426.62428119306,17498.3539002594,18276.0095516546,18719.9881409371,16390.8821748507,16563.4404971229,17585.197002257,19486.3936845505,19383.4810445228,19545.7428171932,21391.9253336042
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,..,10201.3035366727,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26016.078683914,25545.2410027136,29291.4006234431
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,662.852748636787,976.43421705057,2087.51873876072,2208.09586717685,2235.74734403787,2134.80245126853,2196.27090329466,2283.5761560497,2450.48442847981,2398.77275659429,2222.4656361989,2304.84456746354
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,131.02323900236,..,..,356.11790249123,377.557387161667,387.607994416701,387.186681561763,377.349071976258,379.986002695329,405.786763279583,416.217774718244,446.981559635259
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3160.87836503322,3241.67447517796,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515312493,7048.52221139611,6688.78727128797,5741.64312911877,7055.04477598783
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,1114.92372260191,1659.14078728478,1245.14931107226,1071.77776475545,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13804.8767869937,14749.6874248766,28322.9465923276,29077.1820557563,29513.6511800405,25754.36102944,26537.1594894542,28185.3213671969,30379.7211126422,29581.5185513299,26959.6754367326,30103.513733191
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,463.618738841557,869.696285031043,3449.06690309332,3740.6167919104,3971.91867501802,4060.13178524716,4150.93440819051,4401.05607475074,4360.58363413213,4082.69461963515,3893.84151516764,4013.68765683604
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5346.47256765575,9275.98974602226,17311.6187824424,18325.9657798775,19945.4701725099,20025.9623507165,21095.2540386708,22160.4486143567,22547.9179898057,23219.3314206225,18566.0955863718,18082.6101907478
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4073.26462659876,5846.97550214791,9271.65949133441,9569.1221921205,10007.1468771353,10290.3789108118,10574.3889059563,11270.4716144957,11563.837467004,11726.7697662964,8458.1627606739,9414.22623085983
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,21920.8391927213,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2136.83951627003,3760.08045686378,6754.37018395671,7117.55476276649,7210.61662343277,7386.73759501693,7684.77920839594,8030.58505738777,8399.69401112437,8674.37100857481,8335.25647560551,8666.38704104884
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1301.81909179688,378.161163330078,1797.37976074219,1834.5458984375,2075.98901367188,2226.42163085938,2614.30029296875,3188.75,769.869140625,748.010925292969,608.33251953125,751.821350097656
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,940.991772378839,1978.44661083547,8922.95618613502,9124.54109297075,9199.17789329145,8907.75122246823,5705.42696732652,6112.85117509336,6730.84688296393,6690.04478601228,4796.53331389928,4869.13422621242
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30593.6724447761,29624.9126748618,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61028.7380600287
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,39574.5398083788,38865.021939688,85836.2076767359,87304.3305813557,88724.9909402638,83806.4476003837,82153.0745447889,82254.3769269767,85217.3691512274,84121.9310304414,85656.322666307,91991.6004583563
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,1926.38460729734,4941.85259705136,1910.60452580833,993.739883114507,1071.23420366067,857.497867522093,664.341672265103,862.319063807846,1104.39244843571,1116.67924613649,533.3852317094,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,485.758021260902,137.17860571592,959.361904957958,1038.32798149823,1094.42273564108,970.365223790049,801.391283092365,844.369364836616,850.668507459992,889.02026237745,852.333670212118,897.047510293411
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,167.144561767578,399.451141357422,854.543212890625,955.218933105469,1012.76690673828,928.806457519531,942.472961425781,976.212219238281,1010.93762207031,1052.02172851563,1042.0966796875,1099.28759765625
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1545.27468681279,2004.10720879939,5748.63124106961,6041.1274597099,5822.38369858276,5708.79692481031,5854.46108800162,6436.79174605157,7124.56454354255,7630.03960991873,6990.93550262041,7066.19054595323
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,..,417.924199644793,1019.96486775121,1201.42358143838,1221.53426954268,1322.3009129909,1347.92633571751,1283.52585046874,1239.36612167153,1584.26384378261,1660.30833959898,2741.39393111832
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,420.136682833592,297.899497099582,559.190485610988,608.150350394249,627.709402333537,559.445746549378,787.280181567633,814.41990710498,883.867832307256,875.932659234798,897.194575433309,973.206129076133
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1150.28129668079,1996.52654008437,4378.65419644984,4208.12235785681,4125.43683537418,4117.96071656001,3978.35695433064,4367.30204420454,4649.5793900131,4879.0173416227,4606.06455169288,4426.00063706281
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4001.52228393122,6120.94270389706,18961.2335932644,19821.5286451733,20327.9834552237,18389.5310320673,15991.1087945367,16094.6667814968,16164.1613326627,15690.9630955493,13871.7982194664,16032.5027680992
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1456.22448917712,2170.48175121644,4233.89456807077,4308.22693040853,4398.57392191064,3960.97532992845,3796.16792006345,3569.75572524285,3577.12441191204,3477.88377711232,3497.68141046011,3807.13915027254
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,2773.65247838079,4278.39313044251,11697.4805131124,12507.594513483,12020.5826390508,10851.9541305658,10734.3799728439,10464.1013990681,9400.77821401543,9103.04337531894,8561.07094781987,9661.23597511355
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,856.951488123082,635.714311781872,6441.88661774322,7049.79750519535,7685.50985852327,6208.2966545016,6163.25340597611,6354.53282979422,6721.34954037245,7344.64823305792,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,22666.4069075154,22451.5687325118,24040.8746605688,25783.2941047676,26995.0321602259,25659.1958638691,26831.9714609396,27795.1485608171,20882.2612702141,20908.5827016004
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,961.059435877069,1564.03937567783,3624.98804230918,3537.04833528643,3556.26111776132,3384.35777601473,3836.11292595787,4175.99352406743,4401.13120074687,4949.17388770172,4973.77456126816,5632.00299343641
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,244.754047016551,257.829605739453,796.711135048199,819.757880944623,897.509742423677,864.18006234671,753.684408569709,766.177605762572,793.128081123392,823.138950454868,846.767201292225,883.892032311279
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1568.53662109375,658.3486328125,4004.80444335938,4187.73974609375,3104.64331054688,2124.66235351563,2187.73046875,2638.326171875,3096.56176757813,3661.45629882813,3751.74072265625,4835.57177734375
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,26682.8498094612,31855.5006047175,44386.7860789846,45729.6076756823,46865.9645983676,41525.1389031283,41054.5395699204,43063.9674770763,46722.2687183733,45376.1708381558,37629.1741687956,44315.5541834116
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.4669984608,28290.9725024578,42485.5860695397,43449.0917173139,47447.5889322667,45071.0743234873,41146.0773555246,40621.334478632,43306.3083049317,42747.080460496,40318.5575660493,46510.2827819127
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.6000088133,36329.9560727102,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63530.633483909,70248.6290002242
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2983.25436515207,6932.47355035523,15206.8726201223,17015.1347609149,16875.506193165,15655.936997552,16766.4252588402,18769.787523012,18825.2838068916,17859.9314960921,15619.5426555695,17313.1883484186
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,651.419206137363,558.226802377,2267.62327535512,2419.71870345484,2628.46000757936,2753.97107219949,2704.67718798168,1916.76464246779,1597.0683366109,1784.00981608195,1749.65581532206,1983.06472288992
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1119.28001513864,1416.19736690445,2906.34246130818,2877.44452801285,2861.20218157438,2643.88608538737,2757.20330593386,3032.19795770056,3076.8353148388,3076.58988588361,2877.52017323582,2996.62106154483
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2460.60206969284,4795.39966770598,12937.9275972349,12433.9807853398,15975.7293753361,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,96.7192957412953,394.583136574358,2190.23228396054,2367.4995386408,2558.7789242001,2595.23497870737,2760.71710527049,2992.07174150097,3267.22500852051,3491.09127354876,3586.34730171843,3756.48912117326
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36653.8630480089,38596.0307118282,39552.1685953523,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,1476.17185000238,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011,3233.56863835858,3663.96905468875
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,422.210702169172,518.14867272789,1349.99029491959,1497.7479410273,1557.60140563182,1488.41648208462,1069.81712249613,893.716572852695,701.714877767947,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,427.406453462986,364.031294255032,1729.64747097057,1840.32055335789,1724.57621968232,1307.90964916032,1249.92314348406,1495.75213841021,1475.20453821416,1268.12094056241,956.831363865706,1137.34363269164
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,868.490174851563,565.284389703613,1290.19395595933,1408.36780957465,1407.03429326432,1410.32917419555,1421.78778932994,1192.10701204487,2269.17701232332,1421.86859641758,1372.69667433317,1773.92041088078
